GameCode,CashItemID,ItemName,IconID,ItemDesc,CashItemInfoType,ClassTabType,ItemTabType,ItemButtonType,ItemSetType,ItemSetNO,ItemID01,BuyCostCash,DiscountCostCash,Status
40,420340271,Extraction Booster Scroll(Rare)  X 1,20301027,Premium disassemble scrolls,0,0,3,2,2,0,420340027,100,0,1
40,420340281,Extraction Booster Scroll(Epic)  X 1,20301028,Premium disassemble scrolls,0,0,3,2,2,0,420340028,125,0,1
40,420340252,Extraction Booster Scroll(Normal)  X 10,20301025,Premium disassemble scrolls,0,0,3,2,2,0,420340025,225,0,1
40,420340262,Extraction Booster Scroll(Magic)  X 10,20301026,Premium disassemble scrolls,0,0,3,2,2,0,420340026,450,0,1
40,420340272,Extraction Booster Scroll(Rare)  X 10,20301027,Premium disassemble scrolls,0,0,3,2,2,0,420340027,900,0,1
40,420340282,Extraction Booster Scroll(Epic)  X 10,20301028,Premium disassemble scrolls,0,0,3,2,2,0,420340028,1125,0,1
40,420340253,Extraction Booster Scroll(Normal)  X 20,20301025,Premium disassemble scrolls,0,0,3,2,2,0,420340025,225,0,1
40,420340263,Extraction Booster Scroll(Magic)  X 20,20301026,Premium disassemble scrolls,0,0,3,2,2,0,420340026,450,0,1
40,420340273,Extraction Booster Scroll(Rare)  X 20,20301027,Premium disassemble scrolls,0,0,3,2,2,0,420340027,900,0,1
40,420340283,Extraction Booster Scroll(Epic)  X 20,20301028,Premium disassemble scrolls,0,0,3,2,2,0,420340028,1125,0,1
40,420340311,Revival Scroll  X 1,20301036,Premium Resurrection scrolls,0,0,3,2,2,0,420340031,75,0,1
40,420340312,Revival Scroll  X 10,20301036,Premium Resurrection scrolls,0,0,3,2,2,0,420340031,675,0,1
40,420340313,Revival Scroll  X 20,20301036,Premium Resurrection scrolls,0,0,3,2,2,0,420340031,1350,0,1
40,420340441,Silver Fatigue recovery Scroll  X 1,20301037,Premium charging scrolls,0,0,3,2,2,0,420340044,25,0,1
40,420340451,Gold Fatigue recovery Scroll  X 1,20301038,Premium charging scrolls,0,0,3,2,2,0,420340045,75,0,1
40,420340461,Platinum Fatigue recovery Scroll  X 1,20301039,Premium charging scrolls,0,0,3,2,2,0,420340046,100,0,1
40,420340442,Silver Fatigue recovery Scroll  X 10,20301037,Premium charging scrolls,0,0,3,2,2,0,420340044,225,0,1
40,420340452,Gold Fatigue recovery Scroll  X 10,20301038,Premium charging scrolls,0,0,3,2,2,0,420340045,675,0,1
40,420340462,Platinum Fatigue recovery Scroll  X 10,20301039,Premium charging scrolls,0,0,3,2,2,0,420340046,900,0,1
40,420340551,Lowest Enchant disability Protection Scroll  X 1,20301048,Premium strengthen the scrolls,0,0,3,2,2,0,420340055,0,0,0
40,420340561,Low Enchant disability Protection Scroll  X 1,20301049,Premium strengthen the scrolls,0,0,3,2,2,0,420340056,0,0,0
40,420340571,Enchant disability Protection Scroll  X 1,20301050,Premium strengthen the scrolls,0,0,3,2,2,0,420340057,0,0,0
40,420340581,High Enchant disability Protection Scroll  X 1,20301051,Premium strengthen the scrolls,0,0,3,2,2,0,420340058,0,0,0
40,420340591,Highest Enchant disability Protection Scroll  X 1,20301052,Premium strengthen the scrolls,0,0,3,2,2,0,420340059,0,0,0
40,420340601,Ancient Enchant disability Protection Scroll  X 1,20301053,Premium strengthen the scrolls,0,0,3,2,2,0,420340060,150,0,1
40,420340552,Lowest Enchant disability Protection Scroll  X 10,20301048,Premium strengthen the scrolls,0,0,3,2,2,0,420340055,0,0,0
40,420340562,Low Enchant disability Protection Scroll  X 10,20301049,Premium strengthen the scrolls,0,0,3,2,2,0,420340056,0,0,0
40,420340572,Enchant disability Protection Scroll  X 10,20301050,Premium strengthen the scrolls,0,0,3,2,2,0,420340057,0,0,0
40,420340582,High Enchant disability Protection Scroll  X 10,20301051,Premium strengthen the scrolls,0,0,3,2,2,0,420340058,0,0,0
40,420340592,Highest Enchant disability Protection Scroll  X 10,20301052,Premium strengthen the scrolls,0,0,3,2,2,0,420340059,0,0,0
40,420340602,Ancient Enchant disability Protection Scroll  X 10,20301053,Premium strengthen the scrolls,0,0,3,2,2,0,420340060,1350,0,1
40,420340553,Lowest Enchant disability Protection Scroll  X 20,20301048,Premium strengthen the scrolls,0,0,3,2,2,0,420340055,0,0,0
40,420340563,Low Enchant disability Protection Scroll  X 20,20301049,Premium strengthen the scrolls,0,0,3,2,2,0,420340056,0,0,0
40,420340573,Enchant disability Protection Scroll  X 20,20301050,Premium strengthen the scrolls,0,0,3,2,2,0,420340057,0,0,0
40,420340583,High Enchant disability Protection Scroll  X 20,20301051,Premium strengthen the scrolls,0,0,3,2,2,0,420340058,0,0,0
40,420340593,Highest Enchant disability Protection Scroll  X 20,20301052,Premium strengthen the scrolls,0,0,3,2,2,0,420340059,0,0,0
40,420340603,Ancient Enchant disability Protection Scroll  X 20,20301053,Premium strengthen the scrolls,0,0,3,2,2,0,420340060,2700,0,1
40,420340331,Lowest EXP 10% Boost Scroll  X 1,20301034,Premium Experience scrolls,0,0,3,2,2,0,420340033,25,0,1
40,420340341,Low EXP 10% Boost Scroll  X 1,20301034,Premium Experience scrolls,0,0,3,2,2,0,420340034,50,0,1
40,420340351,EXP 10% Boost Scroll  X 1,20301034,Premium Experience scrolls,0,0,3,2,2,0,420340035,75,0,1
40,420340361,High EXP 10% Boost Scroll  X 1,20301034,Premium Experience scrolls,0,0,3,2,2,0,420340036,100,0,1
40,420340371,Highest EXP 10% Boost Scroll  X 1,20301034,Premium Experience scrolls,0,0,3,2,2,0,420340037,125,0,1
40,420340332,Lowest EXP 10% Boost Scroll  X 10,20301034,Premium Experience scrolls,0,0,3,2,2,0,420340033,225,0,1
40,420340342,Low EXP 10% Boost Scroll  X 10,20301034,Premium Experience scrolls,0,0,3,2,2,0,420340034,450,0,1
40,420340352,EXP 10% Boost Scroll  X 10,20301034,Premium Experience scrolls,0,0,3,2,2,0,420340035,675,0,1
40,420340362,High EXP 10% Boost Scroll  X 10,20301034,Premium Experience scrolls,0,0,3,2,2,0,420340036,900,0,1
40,420340372,Highest EXP 10% Boost Scroll  X 10,20301034,Premium Experience scrolls,0,0,3,2,2,0,420340037,1125,0,1
40,420340333,Lowest EXP 10% Boost Scroll  X 20,20301034,Premium Experience scrolls,0,0,3,2,2,0,420340033,450,0,1
40,420340343,Low EXP 10% Boost Scroll  X 20,20301034,Premium Experience scrolls,0,0,3,2,2,0,420340034,900,0,1
40,420340353,EXP 10% Boost Scroll  X 20,20301034,Premium Experience scrolls,0,0,3,2,2,0,420340035,1350,0,1
40,420340363,High EXP 10% Boost Scroll  X 20,20301034,Premium Experience scrolls,0,0,3,2,2,0,420340036,1800,0,1
40,420340373,Highest EXP 10% Boost Scroll  X 20,20301034,Premium Experience scrolls,0,0,3,2,2,0,420340037,2250,0,1
40,420340381,Lowest Special EXP 30% Boost Scroll  X 1,20301035,Premium Experience scrolls,0,0,3,2,2,0,420340038,50,0,1
40,420340391,Low Special EXP 30% Boost Scroll  X 1,20301035,Premium Experience scrolls,0,0,3,2,2,0,420340039,75,0,1
40,420340401,Special EXP 30% Boost Scroll  X 1,20301035,Premium Experience scrolls,0,0,3,2,2,0,420340040,100,0,1
40,420340411,High Special EXP 30% Boost Scroll  X 1,20301035,Premium Experience scrolls,0,0,3,2,2,0,420340041,125,0,1
40,420340421,Highest Special EXP 30% Boost Scroll  X 1,20301035,Premium Experience scrolls,0,0,3,2,2,0,420340042,150,0,1
40,420340382,Lowest Special EXP 30% Boost Scroll  X 10,20301035,Premium Experience scrolls,0,0,3,2,2,0,420340038,450,0,1
40,420340392,Low Special EXP 30% Boost Scroll  X 10,20301035,Premium Experience scrolls,0,0,3,2,2,0,420340039,675,0,1
40,420340402,Special EXP 30% Boost Scroll  X 10,20301035,Premium Experience scrolls,0,0,3,2,2,0,420340040,900,0,1
40,420340412,High Special EXP 30% Boost Scroll  X 10,20301035,Premium Experience scrolls,0,0,3,2,2,0,420340041,1125,0,1
40,420340422,Highest Special EXP 30% Boost Scroll  X 10,20301035,Premium Experience scrolls,0,0,3,2,2,0,420340042,1350,0,1
40,420340383,Lowest Special EXP 30% Boost Scroll  X 20,20301035,Premium Experience scrolls,0,0,3,2,2,0,420340038,900,0,1
40,420340393,Low Special EXP 30% Boost Scroll  X 20,20301035,Premium Experience scrolls,0,0,3,2,2,0,420340039,1350,0,1
40,420340403,Special EXP 30% Boost Scroll  X 20,20301035,Premium Experience scrolls,0,0,3,2,2,0,420340040,1800,0,1
40,420340413,High Special EXP 30% Boost Scroll  X 20,20301035,Premium Experience scrolls,0,0,3,2,2,0,420340041,2250,0,1
40,420340423,Highest Special EXP 30% Boost Scroll  X 20,20301035,Premium Experience scrolls,0,0,3,2,2,0,420340042,2700,0,1
40,420370041,Lowest HP 15% Boost Potion  X 1,20301082,Premium Growth Potion,0,0,3,3,2,0,420370004,25,0,1
40,420370051,Low HP 15% Boost Potion  X 1,20301082,Premium Growth Potion,0,0,3,3,2,0,420370005,50,0,1
40,420370061,HP 15% Boost Potion  X 1,20301082,Premium Growth Potion,0,0,3,3,2,0,420370006,75,0,1
40,420370071,High HP 15% Boost Potion  X 1,20301082,Premium Growth Potion,0,0,3,3,2,0,420370007,100,0,1
40,420370081,Highest HP 15% Boost Potion  X 1,20301082,Premium Growth Potion,0,0,3,3,2,0,420370008,125,0,1
40,420370042,Lowest HP 15% Boost Potion  X 10,20301082,Premium Growth Potion,0,0,3,3,2,0,420370004,225,0,1
40,420370052,Low HP 15% Boost Potion  X 10,20301082,Premium Growth Potion,0,0,3,3,2,0,420370005,450,0,1
40,420370062,HP 15% Boost Potion  X 10,20301082,Premium Growth Potion,0,0,3,3,2,0,420370006,675,0,1
40,420370072,High HP 15% Boost Potion  X 10,20301082,Premium Growth Potion,0,0,3,3,2,0,420370007,900,0,1
40,420370082,Highest HP 15% Boost Potion  X 10,20301082,Premium Growth Potion,0,0,3,3,2,0,420370008,1125,0,1
40,420370043,Lowest HP 15% Boost Potion  X 20,20301082,Premium Growth Potion,0,0,3,3,2,0,420370004,450,0,1
40,420370053,Low HP 15% Boost Potion  X 20,20301082,Premium Growth Potion,0,0,3,3,2,0,420370005,900,0,1
40,420370063,HP 15% Boost Potion  X 20,20301082,Premium Growth Potion,0,0,3,3,2,0,420370006,1350,0,1
40,420370073,High HP 15% Boost Potion  X 20,20301082,Premium Growth Potion,0,0,3,3,2,0,420370007,1800,0,1
40,420370083,Highest HP 15% Boost Potion  X 20,20301082,Premium Growth Potion,0,0,3,3,2,0,420370008,2250,0,1
40,420370091,Lowest Special HP 30% Boost Potion  X 1,20301085,Premium Growth Potion,0,0,3,3,2,0,420370009,50,0,1
40,420370101,Low Special HP 30% Boost Potion  X 1,20301085,Premium Growth Potion,0,0,3,3,2,0,420370010,100,0,1
40,420370111,Special HP 30% Boost Potion  X 1,20301085,Premium Growth Potion,0,0,3,3,2,0,420370011,125,0,1
40,420370121,High Special HP 30% Boost Potion  X 1,20301085,Premium Growth Potion,0,0,3,3,2,0,420370012,150,0,1
40,420370131,Highest Special HP 30% Boost Potion  X 1,20301085,Premium Growth Potion,0,0,3,3,2,0,420370013,200,0,1
40,420370092,Lowest Special HP 30% Boost Potion  X 10,20301085,Premium Growth Potion,0,0,3,3,2,0,420370009,450,0,1
40,420370102,Low Special HP 30% Boost Potion  X 10,20301085,Premium Growth Potion,0,0,3,3,2,0,420370010,900,0,1
40,420370112,Special HP 30% Boost Potion  X 10,20301085,Premium Growth Potion,0,0,3,3,2,0,420370011,1125,0,1
40,420370122,High Special HP 30% Boost Potion  X 10,20301085,Premium Growth Potion,0,0,3,3,2,0,420370012,1350,0,1
40,420370132,Highest Special HP 30% Boost Potion  X 10,20301085,Premium Growth Potion,0,0,3,3,2,0,420370013,1800,0,1
40,420370093,Lowest Special HP 30% Boost Potion  X 20,20301085,Premium Growth Potion,0,0,3,3,2,0,420370009,900,0,1
40,420370103,Low Special HP 30% Boost Potion  X 20,20301085,Premium Growth Potion,0,0,3,3,2,0,420370010,1800,0,1
40,420370113,Special HP 30% Boost Potion  X 20,20301085,Premium Growth Potion,0,0,3,3,2,0,420370011,2250,0,1
40,420370123,High Special HP 30% Boost Potion  X 20,20301085,Premium Growth Potion,0,0,3,3,2,0,420370012,2700,0,1
40,420370133,Highest Special HP 30% Boost Potion  X 20,20301085,Premium Growth Potion,0,0,3,3,2,0,420370013,3600,0,1
40,420370141,Lowest MP 15% Boost Potion  X 1,20301083,Premium Growth Potion,0,0,3,3,2,0,420370014,25,0,1
40,420370151,Low MP 15% Boost Potion  X 1,20301083,Premium Growth Potion,0,0,3,3,2,0,420370015,50,0,1
40,420370161,MP 15% Boost Potion  X 1,20301083,Premium Growth Potion,0,0,3,3,2,0,420370016,75,0,1
40,420370171,High MP 15% Boost Potion  X 1,20301083,Premium Growth Potion,0,0,3,3,2,0,420370017,100,0,1
40,420370181,Highest MP 15% Boost Potion  X 1,20301083,Premium Growth Potion,0,0,3,3,2,0,420370018,125,0,1
40,420370142,Lowest MP 15% Boost Potion  X 10,20301083,Premium Growth Potion,0,0,3,3,2,0,420370014,225,0,1
40,420370152,Low MP 15% Boost Potion  X 10,20301083,Premium Growth Potion,0,0,3,3,2,0,420370015,450,0,1
40,420370162,MP 15% Boost Potion  X 10,20301083,Premium Growth Potion,0,0,3,3,2,0,420370016,675,0,1
40,420370172,High MP 15% Boost Potion  X 10,20301083,Premium Growth Potion,0,0,3,3,2,0,420370017,900,0,1
40,420370182,Highest MP 15% Boost Potion  X 10,20301083,Premium Growth Potion,0,0,3,3,2,0,420370018,1125,0,1
40,420370143,Lowest MP 15% Boost Potion  X 20,20301083,Premium Growth Potion,0,0,3,3,2,0,420370014,450,0,1
40,420370153,Low MP 15% Boost Potion  X 20,20301083,Premium Growth Potion,0,0,3,3,2,0,420370015,900,0,1
40,420370163,MP 15% Boost Potion  X 20,20301083,Premium Growth Potion,0,0,3,3,2,0,420370016,1350,0,1
40,420370173,High MP 15% Boost Potion  X 20,20301083,Premium Growth Potion,0,0,3,3,2,0,420370017,1800,0,1
40,420370183,Highest MP 15% Boost Potion  X 20,20301083,Premium Growth Potion,0,0,3,3,2,0,420370018,2250,0,1
40,420370191,Lowest Special MP 30% Boost Potion  X 1,20301086,Premium Growth Potion,0,0,3,3,2,0,420370019,50,0,1
40,420370201,Low Special MP 30% Boost Potion  X 1,20301086,Premium Growth Potion,0,0,3,3,2,0,420370020,100,0,1
40,420370211,Special MP 30% Boost Potion  X 1,20301086,Premium Growth Potion,0,0,3,3,2,0,420370021,125,0,1
40,420370221,High Special MP 30% Boost Potion  X 1,20301086,Premium Growth Potion,0,0,3,3,2,0,420370022,150,0,1
40,420370231,Highest Special MP 30% Boost Potion  X 1,20301086,Premium Growth Potion,0,0,3,3,2,0,420370023,200,0,1
40,420370192,Lowest Special MP 30% Boost Potion  X 10,20301086,Premium Growth Potion,0,0,3,3,2,0,420370019,450,0,1
40,420370202,Low Special MP 30% Boost Potion  X 10,20301086,Premium Growth Potion,0,0,3,3,2,0,420370020,900,0,1
40,420370212,Special MP 30% Boost Potion  X 10,20301086,Premium Growth Potion,0,0,3,3,2,0,420370021,1125,0,1
40,420370222,High Special MP 30% Boost Potion  X 10,20301086,Premium Growth Potion,0,0,3,3,2,0,420370022,1350,0,1
40,420370232,Highest Special MP 30% Boost Potion  X 10,20301086,Premium Growth Potion,0,0,3,3,2,0,420370023,1800,0,1
40,420370193,Lowest Special MP 30% Boost Potion  X 20,20301086,Premium Growth Potion,0,0,3,3,2,0,420370019,900,0,1
40,420370203,Low Special MP 30% Boost Potion  X 20,20301086,Premium Growth Potion,0,0,3,3,2,0,420370020,1800,0,1
40,420370213,Special MP 30% Boost Potion  X 20,20301086,Premium Growth Potion,0,0,3,3,2,0,420370021,2250,0,1
40,420370223,High Special MP 30% Boost Potion  X 20,20301086,Premium Growth Potion,0,0,3,3,2,0,420370022,2700,0,1
40,420370233,Highest Special MP 30% Boost Potion  X 20,20301086,Premium Growth Potion,0,0,3,3,2,0,420370023,3600,0,1
40,420370241,Lowest Stamina 15% Boost Potion  X 1,20301081,Premium Growth Potion,0,0,3,3,2,0,420370024,25,0,1
40,420370251,Low Stamina 15% Boost Potion  X 1,20301081,Premium Growth Potion,0,0,3,3,2,0,420370025,50,0,1
40,420370261,Stamina 15% Boost Potion  X 1,20301081,Premium Growth Potion,0,0,3,3,2,0,420370026,100,0,1
40,420370271,High Stamina 15% Boost Potion  X 1,20301081,Premium Growth Potion,0,0,3,3,2,0,420370027,125,0,1
40,420370281,Highest Stamina 15% Boost Potion  X 1,20301081,Premium Growth Potion,0,0,3,3,2,0,420370028,150,0,1
40,420370242,Lowest Stamina 15% Boost Potion  X 10,20301081,Premium Growth Potion,0,0,3,3,2,0,420370024,225,0,1
40,420370252,Low Stamina 15% Boost Potion  X 10,20301081,Premium Growth Potion,0,0,3,3,2,0,420370025,450,0,1
40,420370262,Stamina 15% Boost Potion  X 10,20301081,Premium Growth Potion,0,0,3,3,2,0,420370026,900,0,1
40,420370272,High Stamina 15% Boost Potion  X 10,20301081,Premium Growth Potion,0,0,3,3,2,0,420370027,1125,0,1
40,420370282,Highest Stamina 15% Boost Potion  X 10,20301081,Premium Growth Potion,0,0,3,3,2,0,420370028,1350,0,1
40,420370243,Lowest Stamina 15% Boost Potion  X 20,20301081,Premium Growth Potion,0,0,3,3,2,0,420370024,450,0,1
40,420370253,Low Stamina 15% Boost Potion  X 20,20301081,Premium Growth Potion,0,0,3,3,2,0,420370025,900,0,1
40,420370263,Stamina 15% Boost Potion  X 20,20301081,Premium Growth Potion,0,0,3,3,2,0,420370026,1800,0,1
40,420370273,High Stamina 15% Boost Potion  X 20,20301081,Premium Growth Potion,0,0,3,3,2,0,420370027,2250,0,1
40,420370283,Highest Stamina 15% Boost Potion  X 20,20301081,Premium Growth Potion,0,0,3,3,2,0,420370028,2700,0,1
40,420370291,Lowest Special Stamina 30% Boost Potion  X 1,20301084,Premium Growth Potion,0,0,3,3,2,0,420370029,50,0,1
40,420370301,Low Special Stamina 30% Boost Potion  X 1,20301084,Premium Growth Potion,0,0,3,3,2,0,420370030,75,0,1
40,420370311,Special Stamina 30% Boost Potion  X 1,20301084,Premium Growth Potion,0,0,3,3,2,0,420370031,100,0,1
40,420370321,High Special Stamina 30% Boost Potion  X 1,20301084,Premium Growth Potion,0,0,3,3,2,0,420370032,125,0,1
40,420370331,Highest Special Stamina 30% Boost Potion  X 1,20301084,Premium Growth Potion,0,0,3,3,2,0,420370033,150,0,1
40,420370292,Lowest Special Stamina 30% Boost Potion  X 10,20301084,Premium Growth Potion,0,0,3,3,2,0,420370029,450,0,1
40,420370302,Low Special Stamina 30% Boost Potion  X 10,20301084,Premium Growth Potion,0,0,3,3,2,0,420370030,675,0,1
40,420370312,Special Stamina 30% Boost Potion  X 10,20301084,Premium Growth Potion,0,0,3,3,2,0,420370031,900,0,1
40,420370322,High Special Stamina 30% Boost Potion  X 10,20301084,Premium Growth Potion,0,0,3,3,2,0,420370032,1125,0,1
40,420370332,Highest Special Stamina 30% Boost Potion  X 10,20301084,Premium Growth Potion,0,0,3,3,2,0,420370033,1350,0,1
40,420370293,Lowest Special Stamina 30% Boost Potion  X 20,20301084,Premium Growth Potion,0,0,3,3,2,0,420370029,900,0,1
40,420370303,Low Special Stamina 30% Boost Potion  X 20,20301084,Premium Growth Potion,0,0,3,3,2,0,420370030,1350,0,1
40,420370313,Special Stamina 30% Boost Potion  X 20,20301084,Premium Growth Potion,0,0,3,3,2,0,420370031,1800,0,1
40,420370323,High Special Stamina 30% Boost Potion  X 20,20301084,Premium Growth Potion,0,0,3,3,2,0,420370032,2250,0,1
40,420370333,Highest Special Stamina 30% Boost Potion  X 20,20301084,Premium Growth Potion,0,0,3,3,2,0,420370033,2700,0,1
